,id,#hashtags,has_hashtag,freq_relevant_hashtag
0,1,1,1,0.009854771784232365
1,4,0,0,0.0
2,5,0,0,0.0
3,6,1,1,0.0025933609958506223
4,7,2,1,0.0025933609958506223
5,8,3,1,0.0025933609958506223
6,10,2,1,0.004149377593360996
7,13,0,0,0.0
8,14,0,0,0.0
9,15,0,0,0.0
10,16,0,0,0.0
11,17,1,1,0.002074688796680498
12,18,5,1,0.002074688796680498
13,19,2,1,0.002074688796680498
14,20,1,1,0.00466804979253112
15,23,0,0,0.0
16,24,0,0,0.0
17,25,0,0,0.0
18,26,0,0,0.0
19,28,0,0,0.0
20,31,0,0,0.0
21,32,0,0,0.0
22,33,0,0,0.0
23,34,0,0,0.0
24,36,0,0,0.0
25,37,0,0,0.0
26,38,0,0,0.0
27,39,0,0,0.0
28,40,0,0,0.0
29,41,0,0,0.0
30,44,0,0,0.0
31,48,0,0,0.0
32,49,2,1,0.00466804979253112
33,50,1,1,0.0005186721991701245
34,52,0,0,0.0
35,53,0,0,0.0
36,54,1,1,0.001037344398340249
37,55,0,0,0.0
38,56,1,1,0.0005186721991701245
39,57,0,0,0.0
40,59,1,1,0.002074688796680498
41,61,0,0,0.0
42,62,0,0,0.0
43,63,0,0,0.0
44,64,0,0,0.0
45,65,0,0,0.0
46,66,0,0,0.0
47,67,0,0,0.0
48,68,1,1,0.002074688796680498
49,71,0,0,0.0
50,73,0,0,0.0
51,74,0,0,0.0
52,76,0,0,0.0
53,77,0,0,0.0
54,78,0,0,0.0
55,79,2,1,0.0005186721991701245
56,80,0,0,0.0
57,81,0,0,0.0
58,82,0,0,0.0
59,83,3,1,0.0025933609958506223
60,85,0,0,0.0
61,86,0,0,0.0
62,89,0,0,0.0
63,91,0,0,0.0
64,92,2,1,0.011929460580912862
65,93,0,0,0.0
66,95,0,0,0.0
67,96,0,0,0.0
68,97,1,1,0.0005186721991701245
69,98,3,1,0.0015560165975103733
70,100,3,1,0.0005186721991701245
71,102,2,1,0.0005186721991701245
72,104,0,0,0.0
73,105,0,0,0.0
74,107,0,0,0.0
75,109,0,0,0.0
76,110,0,0,0.0
77,112,0,0,0.0
78,113,0,0,0.0
79,114,0,0,0.0
80,117,0,0,0.0
81,118,0,0,0.0
82,119,0,0,0.0
83,120,2,1,0.0005186721991701245
84,121,2,1,0.0015560165975103733
85,126,0,0,0.0
86,128,0,0,0.0
87,129,0,0,0.0
88,130,2,1,0.002074688796680498
89,131,0,0,0.0
90,132,0,0,0.0
91,133,0,0,0.0
92,134,0,0,0.0
93,135,0,0,0.0
94,136,0,0,0.0
95,137,0,0,0.0
96,138,0,0,0.0
97,139,3,1,0.00466804979253112
98,141,0,0,0.0
99,143,0,0,0.0
100,144,1,1,0.0005186721991701245
101,145,1,1,0.001037344398340249
102,146,0,0,0.0
103,149,0,0,0.0
104,151,6,1,0.004149377593360996
105,153,0,0,0.0
106,156,6,1,0.004149377593360996
107,157,0,0,0.0
108,158,0,0,0.0
109,159,0,0,0.0
110,160,1,1,0.0005186721991701245
111,161,0,0,0.0
112,162,0,0,0.0
113,163,0,0,0.0
114,164,6,1,0.004149377593360996
115,165,6,1,0.004149377593360996
116,168,6,1,0.004149377593360996
117,170,0,0,0.0
118,171,6,1,0.004149377593360996
119,172,6,1,0.004149377593360996
120,173,2,1,0.0005186721991701245
121,174,0,0,0.0
122,175,2,1,0.0005186721991701245
123,176,0,0,0.0
124,178,1,1,0.0005186721991701245
125,180,0,0,0.0
126,182,0,0,0.0
127,183,3,1,0.0005186721991701245
128,184,0,0,0.0
129,185,0,0,0.0
130,187,0,0,0.0
131,190,0,0,0.0
132,191,0,0,0.0
133,193,0,0,0.0
134,194,0,0,0.0
135,195,0,0,0.0
136,196,1,1,0.03941908713692946
137,197,0,0,0.0
138,198,0,0,0.0
139,199,0,0,0.0
140,201,0,0,0.0
141,203,0,0,0.0
142,204,0,0,0.0
143,205,0,0,0.0
144,208,0,0,0.0
145,209,3,1,0.002074688796680498
146,210,0,0,0.0
147,211,0,0,0.0
148,212,4,1,0.002074688796680498
149,213,0,0,0.0
150,215,0,0,0.0
151,216,1,1,0.0015560165975103733
152,218,8,1,0.002074688796680498
153,219,0,0,0.0
154,220,0,0,0.0
155,221,0,0,0.0
156,222,7,1,0.002074688796680498
157,225,0,0,0.0
158,226,0,0,0.0
159,229,0,0,0.0
160,231,0,0,0.0
161,232,0,0,0.0
162,235,0,0,0.0
163,237,8,1,0.002074688796680498
164,238,0,0,0.0
165,240,0,0,0.0
166,241,0,0,0.0
167,242,0,0,0.0
168,243,0,0,0.0
169,244,0,0,0.0
170,245,0,0,0.0
171,246,1,1,0.0005186721991701245
172,247,0,0,0.0
173,248,1,1,0.0005186721991701245
174,249,1,1,0.0015560165975103733
175,251,0,0,0.0
176,252,0,0,0.0
177,253,0,0,0.0
178,254,0,0,0.0
179,256,0,0,0.0
180,258,0,0,0.0
181,260,2,1,0.0005186721991701245
182,261,3,1,0.03941908713692946
183,262,0,0,0.0
184,263,0,0,0.0
185,264,0,0,0.0
186,265,0,0,0.0
187,266,0,0,0.0
188,267,0,0,0.0
189,268,3,1,0.002074688796680498
190,269,0,0,0.0
191,270,0,0,0.0
192,271,0,0,0.0
193,272,0,0,0.0
194,273,0,0,0.0
195,274,0,0,0.0
196,276,1,1,0.0015560165975103733
197,277,0,0,0.0
198,279,0,0,0.0
199,280,0,0,0.0
200,281,0,0,0.0
201,283,0,0,0.0
202,285,0,0,0.0
203,287,1,1,0.00466804979253112
204,289,1,1,0.00466804979253112
205,290,0,0,0.0
206,291,0,0,0.0
207,293,0,0,0.0
208,294,0,0,0.0
209,296,0,0,0.0
210,297,0,0,0.0
211,298,1,1,0.002074688796680498
212,299,0,0,0.0
213,301,0,0,0.0
214,302,0,0,0.0
215,303,0,0,0.0
216,307,0,0,0.0
217,309,0,0,0.0
218,310,0,0,0.0
219,312,0,0,0.0
220,313,0,0,0.0
221,314,0,0,0.0
222,315,0,0,0.0
223,316,0,0,0.0
224,318,0,0,0.0
225,320,0,0,0.0
226,321,0,0,0.0
227,322,0,0,0.0
228,327,0,0,0.0
229,328,0,0,0.0
230,329,0,0,0.0
231,330,0,0,0.0
232,331,0,0,0.0
233,332,2,1,0.001037344398340249
234,334,0,0,0.0
235,335,0,0,0.0
236,336,0,0,0.0
237,337,0,0,0.0
238,338,0,0,0.0
239,340,0,0,0.0
240,341,0,0,0.0
241,344,0,0,0.0
242,345,1,1,0.0005186721991701245
243,346,0,0,0.0
244,347,0,0,0.0
245,348,0,0,0.0
246,349,0,0,0.0
247,352,0,0,0.0
248,353,0,0,0.0
249,354,0,0,0.0
250,355,0,0,0.0
251,356,0,0,0.0
252,358,0,0,0.0
253,360,0,0,0.0
254,361,0,0,0.0
255,363,0,0,0.0
256,364,0,0,0.0
257,365,1,1,0.0015560165975103733
258,368,0,0,0.0
259,370,0,0,0.0
260,371,0,0,0.0
261,372,1,1,0.0015560165975103733
262,375,1,1,0.0015560165975103733
263,380,3,1,0.001037344398340249
264,381,0,0,0.0
265,383,0,0,0.0
266,384,0,0,0.0
267,386,1,1,0.0005186721991701245
268,389,0,0,0.0
269,390,0,0,0.0
270,393,0,0,0.0
271,394,0,0,0.0
272,396,0,0,0.0
273,397,0,0,0.0
274,398,0,0,0.0
275,401,1,1,0.0005186721991701245
276,402,0,0,0.0
277,404,2,1,0.0005186721991701245
278,406,0,0,0.0
279,407,0,0,0.0
280,409,0,0,0.0
281,410,0,0,0.0
282,412,1,1,0.0005186721991701245
283,413,0,0,0.0
284,415,0,0,0.0
285,418,0,0,0.0
286,419,0,0,0.0
287,420,0,0,0.0
288,421,0,0,0.0
289,423,0,0,0.0
290,424,0,0,0.0
291,426,0,0,0.0
292,427,0,0,0.0
293,429,0,0,0.0
294,432,0,0,0.0
295,435,0,0,0.0
296,436,0,0,0.0
297,437,1,1,0.0005186721991701245
298,438,0,0,0.0
299,440,2,1,0.0015560165975103733
300,442,0,0,0.0
301,443,0,0,0.0
302,444,0,0,0.0
303,445,0,0,0.0
304,446,1,1,0.002074688796680498
305,447,1,1,0.002074688796680498
306,448,2,1,0.0031120331950207467
307,450,0,0,0.0
308,451,0,0,0.0
309,452,0,0,0.0
310,453,0,0,0.0
311,454,0,0,0.0
312,455,11,1,0.0031120331950207467
313,456,0,0,0.0
314,457,1,1,0.0005186721991701245
315,459,0,0,0.0
316,461,0,0,0.0
317,462,1,1,0.002074688796680498
318,463,11,1,0.0031120331950207467
319,465,1,1,0.002074688796680498
320,466,2,1,0.0005186721991701245
321,467,0,0,0.0
322,468,0,0,0.0
323,469,0,0,0.0
324,470,0,0,0.0
325,471,0,0,0.0
326,472,0,0,0.0
327,474,5,1,0.001037344398340249
328,475,0,0,0.0
329,476,0,0,0.0
330,477,7,1,0.0005186721991701245
331,478,1,1,0.0031120331950207467
332,479,0,0,0.0
333,480,0,0,0.0
334,481,1,1,0.0015560165975103733
335,482,0,0,0.0
336,483,0,0,0.0
337,484,4,1,0.0036307053941908715
338,485,2,1,0.0031120331950207467
339,486,1,1,0.0005186721991701245
340,487,1,1,0.0005186721991701245
341,489,0,0,0.0
342,490,3,1,0.0015560165975103733
343,492,0,0,0.0
344,493,2,1,0.0031120331950207467
345,495,0,0,0.0
346,496,1,1,0.004149377593360996
347,498,1,1,0.00466804979253112
348,499,1,1,0.001037344398340249
349,501,1,1,0.004149377593360996
350,502,1,1,0.004149377593360996
351,503,1,1,0.00466804979253112
352,504,0,0,0.0
353,506,0,0,0.0
354,509,0,0,0.0
355,512,3,1,0.00466804979253112
356,513,0,0,0.0
357,514,0,0,0.0
358,516,1,1,0.00466804979253112
359,517,0,0,0.0
360,518,1,1,0.00466804979253112
361,519,0,0,0.0
362,520,1,1,0.0005186721991701245
363,521,1,1,0.001037344398340249
364,522,1,1,0.004149377593360996
365,523,1,1,0.00466804979253112
366,524,3,1,0.0036307053941908715
367,526,1,1,0.00466804979253112
368,527,0,0,0.0
369,528,0,0,0.0
370,530,1,1,0.004149377593360996
371,531,1,1,0.004149377593360996
372,533,1,1,0.004149377593360996
373,535,1,1,0.004149377593360996
374,536,0,0,0.0
375,538,0,0,0.0
376,540,0,0,0.0
377,542,0,0,0.0
378,543,1,1,0.00466804979253112
379,544,1,1,0.00466804979253112
380,546,0,0,0.0
381,550,0,0,0.0
382,551,0,0,0.0
383,552,0,0,0.0
384,556,0,0,0.0
385,558,1,1,0.0015560165975103733
386,559,0,0,0.0
387,560,0,0,0.0
388,561,0,0,0.0
389,563,1,1,0.0025933609958506223
390,564,0,0,0.0
391,565,0,0,0.0
392,567,0,0,0.0
393,568,0,0,0.0
394,569,0,0,0.0
395,570,2,1,0.001037344398340249
396,571,0,0,0.0
397,574,0,0,0.0
398,575,0,0,0.0
399,576,0,0,0.0
400,577,1,1,0.0025933609958506223
401,578,0,0,0.0
402,579,2,1,0.001037344398340249
403,580,0,0,0.0
404,581,1,1,0.0025933609958506223
405,583,1,1,0.0025933609958506223
406,584,0,0,0.0
407,585,1,1,0.0025933609958506223
408,588,0,0,0.0
409,589,1,1,0.0005186721991701245
410,592,0,0,0.0
411,594,0,0,0.0
412,598,0,0,0.0
413,599,1,1,0.011929460580912862
414,600,0,0,0.0
415,603,0,0,0.0
416,604,0,0,0.0
417,606,0,0,0.0
418,607,0,0,0.0
419,608,0,0,0.0
420,609,1,1,0.0005186721991701245
421,611,0,0,0.0
422,612,0,0,0.0
423,613,4,1,0.0005186721991701245
424,614,4,1,0.0005186721991701245
425,615,0,0,0.0
426,617,0,0,0.0
427,619,2,1,0.0005186721991701245
428,621,0,0,0.0
429,622,0,0,0.0
430,623,1,1,0.0005186721991701245
431,624,0,0,0.0
432,625,0,0,0.0
433,628,0,0,0.0
434,630,1,1,0.0005186721991701245
435,631,0,0,0.0
436,633,0,0,0.0
437,635,1,1,0.002074688796680498
438,636,0,0,0.0
439,637,0,0,0.0
440,638,0,0,0.0
441,640,0,0,0.0
442,641,0,0,0.0
443,642,0,0,0.0
444,643,0,0,0.0
445,644,0,0,0.0
446,646,2,1,0.0005186721991701245
447,649,1,1,0.0025933609958506223
448,651,0,0,0.0
449,652,1,1,0.001037344398340249
450,653,0,0,0.0
451,654,0,0,0.0
452,655,0,0,0.0
453,656,0,0,0.0
454,657,1,1,0.03941908713692946
455,658,1,1,0.0025933609958506223
456,659,0,0,0.0
457,660,0,0,0.0
458,661,1,1,0.0005186721991701245
459,662,0,0,0.0
460,664,0,0,0.0
461,665,0,0,0.0
462,667,1,1,0.0015560165975103733
463,669,0,0,0.0
464,671,0,0,0.0
465,672,0,0,0.0
466,674,1,1,0.0005186721991701245
467,675,2,1,0.0005186721991701245
468,677,0,0,0.0
469,679,0,0,0.0
470,680,0,0,0.0
471,681,0,0,0.0
472,682,0,0,0.0
473,683,0,0,0.0
474,684,0,0,0.0
475,685,0,0,0.0
476,686,0,0,0.0
477,687,0,0,0.0
478,688,0,0,0.0
479,689,0,0,0.0
480,690,1,1,0.0005186721991701245
481,691,0,0,0.0
482,697,1,1,0.0005186721991701245
483,699,0,0,0.0
484,700,0,0,0.0
485,702,0,0,0.0
486,704,0,0,0.0
487,705,0,0,0.0
488,706,0,0,0.0
489,709,0,0,0.0
490,710,0,0,0.0
491,712,0,0,0.0
492,713,0,0,0.0
493,714,1,1,0.001037344398340249
494,716,0,0,0.0
495,717,0,0,0.0
496,719,1,1,0.0025933609958506223
497,720,0,0,0.0
498,721,0,0,0.0
499,724,0,0,0.0
500,725,0,0,0.0
501,726,0,0,0.0
502,727,0,0,0.0
503,728,0,0,0.0
504,729,0,0,0.0
505,730,0,0,0.0
506,731,0,0,0.0
507,732,3,1,0.001037344398340249
508,734,0,0,0.0
509,735,0,0,0.0
510,736,0,0,0.0
511,737,0,0,0.0
512,738,0,0,0.0
513,739,0,0,0.0
514,740,0,0,0.0
515,744,0,0,0.0
516,745,0,0,0.0
517,746,3,1,0.0005186721991701245
518,748,0,0,0.0
519,751,0,0,0.0
520,752,4,1,0.002074688796680498
521,753,0,0,0.0
522,754,0,0,0.0
523,755,0,0,0.0
524,758,1,1,0.0005186721991701245
525,759,0,0,0.0
526,761,1,1,0.0005186721991701245
527,762,0,0,0.0
528,763,0,0,0.0
529,767,0,0,0.0
530,770,0,0,0.0
531,773,0,0,0.0
532,774,0,0,0.0
533,775,0,0,0.0
534,777,0,0,0.0
535,779,2,1,0.002074688796680498
536,781,2,1,0.002074688796680498
537,782,0,0,0.0
538,783,1,1,0.0005186721991701245
539,784,0,0,0.0
540,786,0,0,0.0
541,787,0,0,0.0
542,788,0,0,0.0
543,790,2,1,0.002074688796680498
544,791,3,1,0.002074688796680498
545,794,0,0,0.0
546,795,0,0,0.0
547,796,0,0,0.0
548,797,0,0,0.0
549,798,0,0,0.0
550,799,0,0,0.0
551,800,0,0,0.0
552,801,0,0,0.0
553,802,0,0,0.0
554,803,2,1,0.0005186721991701245
555,804,1,1,0.0005186721991701245
556,805,0,0,0.0
557,806,0,0,0.0
558,807,0,0,0.0
559,808,0,0,0.0
560,809,1,1,0.0005186721991701245
561,810,0,0,0.0
562,812,1,1,0.0005186721991701245
563,814,0,0,0.0
564,815,0,0,0.0
565,817,0,0,0.0
566,818,0,0,0.0
567,819,0,0,0.0
568,820,0,0,0.0
569,822,0,0,0.0
570,823,0,0,0.0
571,826,3,1,0.0005186721991701245
572,828,0,0,0.0
573,829,0,0,0.0
574,832,0,0,0.0
575,833,1,1,0.0015560165975103733
576,834,0,0,0.0
577,835,0,0,0.0
578,836,0,0,0.0
579,837,0,0,0.0
580,838,2,1,0.03941908713692946
581,840,0,0,0.0
582,841,0,0,0.0
583,842,4,1,0.0015560165975103733
584,843,0,0,0.0
585,845,0,0,0.0
586,846,0,0,0.0
587,848,1,1,0.005705394190871369
588,849,4,1,0.03941908713692946
589,851,0,0,0.0
590,852,0,0,0.0
591,853,1,1,0.005705394190871369
592,856,0,0,0.0
593,857,0,0,0.0
594,859,0,0,0.0
595,860,0,0,0.0
596,863,5,1,0.011929460580912862
597,864,0,0,0.0
598,866,0,0,0.0
599,867,3,1,0.0015560165975103733
600,868,1,1,0.002074688796680498
601,870,0,0,0.0
602,871,1,1,0.0005186721991701245
603,872,0,0,0.0
604,873,1,1,0.0005186721991701245
605,874,0,0,0.0
606,875,0,0,0.0
607,876,3,1,0.0015560165975103733
608,877,0,0,0.0
609,878,0,0,0.0
610,881,0,0,0.0
611,882,0,0,0.0
612,883,2,1,0.002074688796680498
613,884,0,0,0.0
614,885,0,0,0.0
615,886,0,0,0.0
616,888,3,1,0.002074688796680498
617,890,0,0,0.0
618,891,0,0,0.0
619,892,1,1,0.001037344398340249
620,893,0,0,0.0
621,894,0,0,0.0
622,895,0,0,0.0
623,896,0,0,0.0
624,898,0,0,0.0
625,899,0,0,0.0
626,902,0,0,0.0
627,903,4,1,0.002074688796680498
628,905,0,0,0.0
629,906,0,0,0.0
630,907,0,0,0.0
631,911,2,1,0.0005186721991701245
632,912,0,0,0.0
633,915,0,0,0.0
634,916,0,0,0.0
635,919,0,0,0.0
636,921,0,0,0.0
637,923,1,1,0.00466804979253112
638,926,0,0,0.0
639,928,2,1,0.002074688796680498
640,929,0,0,0.0
641,930,1,1,0.0005186721991701245
642,931,0,0,0.0
643,932,0,0,0.0
644,934,0,0,0.0
645,935,0,0,0.0
646,936,0,0,0.0
647,938,0,0,0.0
648,939,3,1,0.0005186721991701245
649,940,0,0,0.0
650,941,0,0,0.0
651,942,0,0,0.0
652,944,0,0,0.0
653,945,0,0,0.0
654,946,1,1,0.00466804979253112
655,947,0,0,0.0
656,948,0,0,0.0
657,951,0,0,0.0
658,952,0,0,0.0
659,953,0,0,0.0
660,955,1,1,0.0005186721991701245
661,956,0,0,0.0
662,957,0,0,0.0
663,958,0,0,0.0
664,959,0,0,0.0
665,960,0,0,0.0
666,961,1,1,0.001037344398340249
667,962,0,0,0.0
668,963,0,0,0.0
669,964,1,1,0.0025933609958506223
670,965,0,0,0.0
671,968,0,0,0.0
672,971,0,0,0.0
673,972,0,0,0.0
674,974,0,0,0.0
675,976,0,0,0.0
676,977,0,0,0.0
677,978,6,1,0.001037344398340249
678,979,1,1,0.0005186721991701245
679,981,2,1,0.011929460580912862
680,982,0,0,0.0
681,983,0,0,0.0
682,984,0,0,0.0
683,985,0,0,0.0
684,986,0,0,0.0
685,987,0,0,0.0
686,990,0,0,0.0
687,991,2,1,0.0005186721991701245
688,992,0,0,0.0
689,993,1,1,0.0005186721991701245
690,994,0,0,0.0
691,996,0,0,0.0
692,997,0,0,0.0
693,998,1,1,0.001037344398340249
694,999,0,0,0.0
695,1001,0,0,0.0
696,1002,0,0,0.0
697,1004,0,0,0.0
698,1005,0,0,0.0
699,1006,0,0,0.0
700,1008,0,0,0.0
701,1009,0,0,0.0
702,1010,0,0,0.0
703,1015,3,1,0.0005186721991701245
704,1017,0,0,0.0
705,1018,0,0,0.0
706,1020,0,0,0.0
707,1021,0,0,0.0
708,1022,0,0,0.0
709,1023,0,0,0.0
710,1024,0,0,0.0
711,1026,0,0,0.0
712,1029,0,0,0.0
713,1031,0,0,0.0
714,1032,0,0,0.0
715,1035,2,1,0.001037344398340249
716,1036,0,0,0.0
717,1037,0,0,0.0
718,1038,0,0,0.0
719,1040,0,0,0.0
720,1041,0,0,0.0
721,1042,0,0,0.0
722,1043,0,0,0.0
723,1044,0,0,0.0
724,1045,0,0,0.0
725,1048,0,0,0.0
726,1049,0,0,0.0
727,1050,0,0,0.0
728,1051,0,0,0.0
729,1052,0,0,0.0
730,1054,0,0,0.0
731,1057,0,0,0.0
732,1058,0,0,0.0
733,1061,0,0,0.0
734,1062,0,0,0.0
735,1065,0,0,0.0
736,1066,0,0,0.0
737,1067,0,0,0.0
738,1069,0,0,0.0
739,1070,0,0,0.0
740,1071,0,0,0.0
741,1072,0,0,0.0
742,1073,0,0,0.0
743,1074,0,0,0.0
744,1075,0,0,0.0
745,1077,0,0,0.0
746,1078,0,0,0.0
747,1079,0,0,0.0
748,1080,0,0,0.0
749,1081,1,1,0.0005186721991701245
750,1082,0,0,0.0
751,1083,0,0,0.0
752,1084,0,0,0.0
753,1085,0,0,0.0
754,1088,0,0,0.0
755,1090,0,0,0.0
756,1091,1,1,0.0005186721991701245
757,1093,2,1,0.0005186721991701245
758,1094,1,1,0.0005186721991701245
759,1098,0,0,0.0
760,1099,0,0,0.0
761,1102,0,0,0.0
762,1103,0,0,0.0
763,1104,0,0,0.0
764,1105,1,1,0.0005186721991701245
765,1106,0,0,0.0
766,1109,0,0,0.0
767,1110,0,0,0.0
768,1112,0,0,0.0
769,1113,1,1,0.0005186721991701245
770,1114,0,0,0.0
771,1117,0,0,0.0
772,1118,0,0,0.0
773,1119,0,0,0.0
774,1120,3,1,0.0005186721991701245
775,1122,0,0,0.0
